id_EXIST,lang,text,female_yes_rate,male_yes_rate,gender_yes_rate_gap_abs,age_18_22_yes_rate,age_23_45_yes_rate,age_46_plus_yes_rate,age_yes_rate_range
100013,es,"Me perdí la charada sicotica del #Gamergate (bueno, no tanto, gracias a @FeelAndCoffee 😊), pero no me perderé ésta. https://t.co/Lrro0HNR4z",0.0,0.0,0.0,0.0,0.0,0.0,0.0
100014,es,"«Hasta ese momento la izquierda, mucho más politizada, por su carácter absolutizador, y mejor organizada, tenía el monopolio del control en las redes»🖊️ Alejandro Cuevashttps://t.co/DbozWF17Nj",0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.5
100015,es,"¿Y por qué digo que son dogwhistles? Porque esto ya lo hemos vivido una y otra y otra vez en los cómics... Pasó con #ComicsGate en 2017, un hijo bastardo de #GamerGate, el origen oscuro de todos estos niños ratas berrinchudos. Y pues ya chole, ¿no?https://t.co/bZGE6PLiR6",0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.5,0.5
100016,es,"@razrainy cuando te toque experimentar algo similar al GamerGate, veremos si mantienes la misma postura de hoy, juas juas juas https://t.co/tvqOr5eeq5",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,1.0
100017,es,La que se levanto sin miedo al exito fue la rata Nro 1 de Rust.... @Geitta_https://t.co/EzXndDepQE#Rust #gamergirls #GAMERGATE https://t.co/dxuolLmtu3,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.5
100018,es,"@darkthanos gamergate causo esto, gamergate causo esto otro, gamergate mato a esta persona, gamergate gamergate gamergate. Putoooos reporteros de mieerdaaa",0.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.5
100019,es,@BrunoLouviers en 2014 empezó gamergate así que igual mejor no,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100020,es,Los mejores 100 #videojuegos de la #Historia 😀😀😀😀 #gamers #GamerGate https://t.co/r6KoQwNiwh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100021,es,The gays despues de escuchar babylon house labs cuando they HARASSED GAGA pa que lo saque https://t.co/2GrTPQXsiZ,0.0,0.6666666666666666,0.6666666666666666,0.5,0.0,0.5,0.5
100022,es,@RayAshla @TheNifel ¿Te refieres a algo así?https://t.co/5crHYgxA0g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100023,es,@touronja lol yo me metí en un lío con esa comunidad de cosplay porque alguien vio sin contexto mi story defendiendo una pana who has being harassed y yo diciendo que el bully se copió de sus cosplays y fue ella a fb a ridiculizarme porque “los cosplays no se pueden copiar”,0.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.0,0.5
100024,es,"Hay hembras de colibrí de cuello blanco (Florisuga mellivora) que adoptan una coloración similar al plumaje de los machos para evitar a los machos más agresivos. De esta forma, escapan de sus intentos de seducción y tienen más tiempo para alimentarse.https://t.co/MxbN4RyUMP",0.0,0.0,0.0,0.0,0.0,0.0,0.0
100025,es,"@myglookhere las mujeres no deberíamos vivir con miedo, tienen todo mí apoyo las army de Bangladesh WE STAND WITH BANGLADESH ARMYS AND ALL YOUNG WOMEN BEING HARASSED EVERYDAY. #EndViolence",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,0.0
100026,es,"Ya son las 00:00 en arabia, por favor difundan para que todas las chicas sean encontradas, mientras más tarde puede ser más peligroso.   if you are missing or you are being harassed enter this space#الكونسرت_الحزينhttps://t.co/E5JXXiFQqy",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.0,1.0,1.0
100027,es,"Y’all really harassed this person por algo tan inofensivo lmao, a la verdad que no tienen empatía https://t.co/71oH3vI0nu",0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.5,0.5
100028,es,"@ShahidForChange @TeamPelosi Quiet, sexist ^%$#.https://t.co/6GqlfIKeE3",0.3333333333333333,1.0,0.6666666666666667,1.0,0.5,0.5,0.5
100029,es,Fuentes: 👇🏻👨🏽‍💻https://t.co/iLQIKX2hne https://t.co/YpGSK9HrQT ¡Fin del Hilo!Conoce más sobre tu derecho a creer en:  https://t.co/7wPIekT5d2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100030,es,"@Quora Is a great example of this, they don't care if I have being supplanted, harassed or else, even with evidence the problem was me. Por supuesto en Quora español. Hay 1 tipo con cientos de cuentas ofensivas y sigue ahí. Y el clonador de cuentas... https://t.co/cRNZ0VNnUn https://t.co/oQnHzyOrsN",0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.0
100031,es,this artist is only 20. that is so young to be harassed like this. no les dan vergüenza hablar tan mal de alguien tan joven? regardless of what the original convo was about la anti negritud de mestizos y blancos en la diáspora y en latinoamérica es algo asqueroso.,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.5,0.5
100032,es,"@Lolailo11484296 @ArantzaFernndez @JliaArnau1 @PabloEchenique Ay, se me olvidaban las pruebas, por aquello de no hablar sobre invenciones como tú. https://t.co/hY0UqdGbsrhttps://t.co/u1DDP6x0dn https://t.co/Pz0CVbKQcAHasta otra.",0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.5
100033,es,"She harassed the Senator, así que váyanse a mamar. https://t.co/XFHzXpPzQx",0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.5
100034,es,"#EEUU Documentos desclasificados revelan que misteriosos drones -en julio de 2019- ""acosaron"" a buques de guerra yanquis en las costas de California. #FOIA #MysteriousDrones #Harassed #US #Navy #Warships #OffCalifornia https://t.co/VsPJCyOldN",0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.5
100035,es,"Devastador, pero con crítica constructiva:  Chris Cuomo Sexually Harassed Me. I Hope He’ll Use His Power to Make Change. https://t.co/R3qNK1VkbB",0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.5
100036,es,@Harassed_girl loca d mierda en k momento,1.0,0.6666666666666666,0.33333333333333337,0.5,1.0,1.0,0.5
100037,es,"@GeoLRB @DayalaEC @mirrorgene El chico Sandman, d escuela católica que viajó a Washington con un grupo de compañeros y fueron harassed y atacados x Black Israelites(secta) y un nativo americano,, y que CNN etc. Dijeron que fie al revés, causando expulsiones, amenazas de muerte etc. Aprox 100 millones ganó",0.0,0.0,0.0,0.0,0.0,0.0,0.0
100038,es,@spacland encima siempre a la misma pobre tisi she’s being harassed,1.0,0.6666666666666666,0.33333333333333337,0.5,1.0,1.0,0.5
100039,es,"@leguerrer2 esa era de twilight fue muy rara, todos los actores were getting harassed pero con Taylor es especialmente wild porque he was a minor",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,0.5,1.0
100040,es,cuando pretendieron defender la libertad de expresión de académicos quejándose de que de alguna manera la gente trans los estaba silenciando 💀💀💀💀https://t.co/K7W5EDm4jR,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.5,0.5
100041,es,⚖️ Piden más de tres años de cárcel para el vecino de Torrevieja acusado de colgar el DNI de la víctima de la Manada en un foro #LaManadahttps://t.co/58k5jp4f1I,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.5
100042,es,"@DavidSpringMan @Tuices @JessicaFillol Pues mira no, son hombres, cada uno con su familia, amistades y haciendo vida normal. Igual que los de LaManada, y los que asesinan a diario a sus parejas. Por eso deberíamos preguntarnos qué coño está pasando con los hombres para q actúen así, y qué clase de sociedad queremos.",0.6666666666666666,0.6666666666666666,0.0,0.5,1.0,0.5,0.5
100043,es,Algo así hizo #LaManada a algunas chicas hasta que acabaron entre rejas...#MentirasEstreno,0.0,1.0,1.0,0.5,0.5,0.5,0.0
100044,es,"@jmrane #Lamanada (agresión sexual en Navarra)  tienen DNI muy español?  Había hasta un agente (expulsado por sus delitos) de guardia civil,  el cátedro @fjconpe es el ejemplo de la derecha-caverna, ""nosotros"", ""ser español"", síndrome Marujita Díaz.",0.6666666666666666,1.0,0.33333333333333337,0.5,1.0,1.0,0.5
100045,es,"Sentencia mínima para La Manada, pero bienvenida sea. ¿Y qué sanción para el Dr Paul Muñoz cuya defensa fue que ""a la chica le gusta la vida social""? ¿Por qué tras más de un año no se pronuncia el Colegio de Abogados de Lima? @CAL_Abogados #AMiMeGustaLaVidaSocial #LaManada https://t.co/Vu2A2sVsGo",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,0.0
100046,es,Este viernes 22  #DosLinternas @remociones2016#jauria #LaManada @TeatroPicadero @smwpress#Teatro Entrevista completa a @vanesangonzalez https://t.co/7fUCfIRhYt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100047,es,"Caso #LaManada: Heredia es la abogada de la víctima 📞 “mal llamado así: fue una violación grupal y no por animales sin raciocinio”, expresa. “Va a juicio oral… agarré el caso luego de que personas quedaron fuera del proceso (tras aquel episodio del ‘desahogo sexual’)”, cuenta https://t.co/wpEEPnfKHE",0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,1.0
100048,es,"Alejandro Saavedra, violador parte de #laManada en SCZ finalmente sentenciado a 20 años #SeVaACaer",0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,1.0,0.5
100049,es,@Gueisha3 @HRodriguezCuan Los políticos acostumbran a hablarle al pueblo como si fueran una manada de estúpidos pero lamanada no hacemos nada por contradecirlos.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100050,es,"Comparto algunas columnas anteriores que reflexionan sobre el tema de la #violación grupal y las reacciones de la sociedad y todo esto. Esta de 2018 sobre el caso de ""#lamanada"", con reflexiones sobre ""el baño de #santateresa""  https://t.co/EMwJ5LNTxN",0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.5
100051,es,"Confirman que la madre del violador de #LaManada, Eliane Saavedra Daza, recibía plata del gobierno municipal de gestión de la ex alcaldesa @AngelicaSosaSCZ, “sin trabajar”. #2000ItemsFantasmas#UnMilContratosFantasmas https://t.co/XY8aNwRA41",0.6666666666666666,0.0,0.6666666666666666,0.5,0.5,0.0,0.5
100052,es,"@xaviermartinezg Quin descontrol! Desde lo de lamanada, es un no parar de violencia",0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.5
100053,es,“La manada” 🐼🦁🦊..Mis bebés 🤍#lamanada #dogsofinstagram #doglover #siberianhusky #shetlandsheepdog #husky #sheltie #huskysiberiano #pastordeshetland en Metepec https://t.co/NQnxdMvxUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100054,es,@VanessaRosales_ Por eso amé #LaManada de @DelMarR_V. No dejo de pensar en esa novela.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100055,es,"Mis leones metiendo cojones coño , 7-3 !! 🔥🔥🔥🦁🦁🦁 #Lamanada",0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.5
100056,es,"@PipeCruzGaming ⭐siiii estuvo increíble!!! mi Pipe, eres un crack!!! Te adoramossss #LaManada 🐺💙⭐",0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.0,0.5
100057,es,@Leyre_Iglesias Y quien investiga la jefa de lamanada? La señora delgado ? Yo meparto,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.5,1.0,1.0
100058,es,"Mientras Scooby disfruta unas vacaciones en Lamanada yo cuido en casa a Merlot, el russian bleu de mi hija @victoria_pujals https://t.co/K1ozE7iCwA",0.0,0.0,0.0,0.0,0.0,0.0,0.0
100059,es,"La otra víctima de '#LaManada': ""Si 'El Prenda' se arrepintiera de verdad, me hubiera pedido perdón a mí también"" https://t.co/H3HqoEl0cA",0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.5
100060,es,Lo de Lopetegui en rueda de prensa diciendo no se que de la minifalda y tal... Era por los de #LaManada... No?,1.0,0.6666666666666666,0.33333333333333337,1.0,0.5,1.0,0.5
100061,es,"@DinoPT @izzygirl86 Si hubiese un #metoo del cine español, sería por homosubvenciones y felamamandurrias.",0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,1.0
100062,es,"@lilyvargasv Hay otro tema en el ambiente, pero el #MeToo es un ejemplo interesante de lo que dices.",0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.5
100063,es,"Come on, @twitter, label MeToo. 😎🍿 https://t.co/DsAgaMoT9a",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,1.0
100064,es,"Crece la preocupación por el paradero de Peng Shuai ""Crece la preocupación por el paradero de Peng Shuai"" https://t.co/JgYQXC5STp",0.0,0.0,0.0,0.0,0.0,0.0,0.0
100065,es,"@HobbiesGeeks Siempre he pensado que esa escena (La de la segunda pelicula) se a librado del movimiento #MeToo hasta ahora, haber cuando la cancelan",1.0,0.6666666666666666,0.33333333333333337,1.0,0.5,1.0,0.5
100066,es,"Creo que la 4T va a pasar a la historia como el gobierno que más premiaba y condecoraba a los agraviantes sexuales. QUE VERGÜENZA! Ahí esta el Salgado Macedonio, y ahora Pedro Salmeron, y no dudo que haya más 🤬#metoo",0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,1.0,0.5
100067,es,"Un tribunal chino desestima el primer caso de #Metoo, y amenaza con acabar con este incipiente movimiento en el país https://t.co/POlQyqSPMi vía @publico_es Por @kohanm",0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.0,0.5
100068,es,"Veo que surge una respuesta tipo ""Not all Americans!"" a la lucha contra la afluencia de estadounidenses a PR, como el ""Not all men!"" a MeToo. En ambos casos la réplica obvia que se trata de estructuras y dinámicas que crean desigualdad, no de si individuos se portan bien o mal.",0.3333333333333333,1.0,0.6666666666666667,0.5,1.0,0.5,0.5
100069,es,@S0yWerita Si  estoy a favor hay que crear movimiento MeToo,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.5,1.0,1.0
100070,es,"@francisco_sanma @AlephEdu Dicen que la denuncia es real, la Cariola dijo que ella era feminista y del metoo, y le creía a la victima, así de tarados. Weones a cagar, le dan material a Kast, con un asunto muy grave.",1.0,0.6666666666666666,0.33333333333333337,1.0,0.5,1.0,0.5
100071,es,"#PorSiNoLoViste #Espectaculos #Acoso #MeToo 🟣La #topmodel británica Emily Ratajkowski denunció que fue acosada sexualmente por el cantante Robin Thicke, durante el rodaje del videoclip de #BlurredLines#DiariodeMexicohttps://t.co/5YAE8RE7PF",1.0,1.0,0.0,1.0,1.0,1.0,0.0
100072,es,"El asunto #Canessa puede ser el inicio de un movimiento #MeToo  en Ecuador para denunciar el acoso sexual en todo nivel, por ejemplo no entiendo como se normaliza en nuestro país los ""matrimonios""  entre profesores y alumnas de educación secundaria, desde hace décadas hay casos.",0.6666666666666666,1.0,0.33333333333333337,1.0,1.0,0.5,0.5
100073,es,"si Ridley Scott pretendió hacer una nueva versión de Rashomon, no logró la expresión artística necesaria para plasmar la idea, lo único que alcanzó es llevar el #MeToo a la edad media#TheLastDuel",0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.0
100074,es,Hey! Como es que @YosStoP este en la cárcel (no digo que este mal o bien) pero como es que el hdlv de  @RicardoPonce82 sigue libre y haciendo aún sus putos retiros donde abusa de mujeres #MeToo,0.6666666666666666,1.0,0.33333333333333337,0.5,1.0,1.0,0.5
100075,es,"""Quizá Annette, narración supuestamente en la órbita del #MeToo, sea en realidad, y al margen de sus virtudes cinematográficas, algo más frívolo""Hay que ver Annette sin duda, y luego leer a @JaimeLorite_ https://t.co/j1hhybaasa",0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.5
100076,es,EL #METOO Y EL MUNDO LITERARIO | Acosadores: la pesadilla de las escritoras.Testimonios de cuatro autoras que viven infiernos a causa de los hombres que las persiguen.Por @xaviayen. https://t.co/e9Sc5dWQNY,1.0,1.0,0.0,1.0,1.0,1.0,0.0
100077,es,"El tan necesario #MeToo en el mundo académico:https://t.co/FK014WeLIP""Recibí amenazas de muerte a las 3 de la mañana, intentaron echarme de la universidad, (...) y cuando vieron que no podían con nosotros, fueron a por nuestros hijos en las escuelas""#WomenInSTEM https://t.co/JQni1VJyYK",0.6666666666666666,0.6666666666666666,0.0,0.5,1.0,0.5,0.5
100078,es,"Parece que el caso del gay ""atacado por 8 encapuchados"" ha resultado ser una falsa denuncia. Pero da igual. Hoy en día no importa la verdad, la justicia y tratar a las personas por sus actos sino que todo encaje en tu discurso ""woke"": BLM, #metoo, LGTBIfobia, VIOGEN...",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,0.0
100079,es,@paola7kat Se va a caer. #LoVamosATirar . Abrazos . No estas sola #MeToo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100080,es,"@Sergio_z3ro @FabioRamses @EL_1NM0RTAL @astarothgame666 @El_Locon_Gamer Jajaja venga ya que hay que tirar de la máquina del tiempo para buscar una noticia de hace casi 4 años, y ese caso es  de 2015. Si les la noticia al final dice que ganó atención por el movimiento MeToo.",0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,1.0
100081,es,"@SpeedMarble @franckierd6661 Incel: persona que expresa su incapacidad de conseguir relaciones sexuales a pesar de ser su deseo, caracterizados por el resentimiento que hay en sus publicaciones. Los MGTOW se supone que es un grupo que sigue la idea del separatismo entre el hombre y la mujer +",0.6666666666666666,0.6666666666666666,0.0,0.5,1.0,0.5,0.5
100082,es,"@TauOmega3 @MGTOW_Chilensis Los que hacían verdadero caos no son esos, no fueron fotografiados ni detenidos... Lamentable... Porque por lo mismo, pueden volver...",0.0,0.0,0.0,0.0,0.0,0.0,0.0
100083,es,@Pretorian_MGTOW @Pablo70753181 @ProfesorQuantum Literalmente toda la discografía de Aitana es eso que dices que no existe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100084,es,@MGTOW_37 No creo en el infierno/paraíso... Para mi murió impune por la cobardía Argentina.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100085,es,"@MxMasculinismo Sí, cuando tuve mi fase de masculinidades, se escuchaban estos argumentos a cada rato. Entiendo se sea escéptico de los MGTOW, pero ¿nomás disidir del feminismo es misógino?",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.0,1.0,1.0
100086,es,"@LibertadSurja Es mucho peor, los veganos rechazan los productos animales por moral, por no hacer un daño a seres que consideran que hay que proteger. Los MGTOW rechazan a las mujeres por resentimiento, odio y paranoia.",0.6666666666666666,0.6666666666666666,0.0,1.0,0.5,0.5,0.5
100087,es,"@HhojHhh @AtlasLiberado @g_barranquilla @Pretorian_MGTOW @TinderEnfu @daereams @chals_wotan @La_Hordaa @CaraBM6T0W Se llama ""nicho de mercado"".",0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.5
100088,es,"@ac4g4r @LnrSnmz @Crash84261431 @Claritairrita @Laurapdv82 @agonzalezdb @Aytoburgos Los MGTOW, puteros de manual franquista.Cortados todos al mismo patron.",0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,1.0
100089,es,@Pretorian_MGTOW No se que le pasó a ésta mujer? Está confundida o le pagaron en sobre?,1.0,1.0,0.0,1.0,1.0,1.0,0.0
100090,es,"@MGTOW_Chilensis @carreragonzalo Se llama criterio, es cuando dejas el pensamiento binario, y empiezas a ver los matices.",0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.5
100091,es,"@LaInca_ A Milei también lo puede llegar a consumir un Tincho redpill, que no sería un tanque de leche, al contrario, les va muy bien. En cambio Moreno parece más para un público MGTOW",0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.5
100092,es,@borboleta_uma Diria que mas que tocar puntos sensibles hay ciertos problema en la comunidad y varios individuos que hacen ver mal a todos los mgtow aunque tambien es culpa de quienes son ignorantes del tema y piensan que cualquiera con una cuenta recien creada diciendo que son mgtow lo son.,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.5,0.5
100093,es,@MGTOW_Chilensis @T13 Esa vieja qlia no sabe ni 1 we...,1.0,0.3333333333333333,0.6666666666666667,0.5,1.0,0.5,0.5
100094,es,"@gyou_san @VeteranAnon D) Pseudo transgresores que son cómplices por inanición o tienen ideologías de mierda que prefieren ser showmans en el status quo (Laje, Milei, que son la respuesta Argentina a Paul Joseph Watson, Ben Shapiro y Milo Yiannopoulos) o básicamente los MGTOW.(3/4)",0.3333333333333333,1.0,0.6666666666666667,1.0,0.5,0.5,0.5
100095,es,"No sabía que dentro de los MGTOW había también gente igual de arrastrada que los aliades pidiendo perdón a cada paso.Si es que al final, todo será igual.",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,0.0
100096,es,"@Jeff_Mugi4Mugi Mgtow Y así será por algunos años , no he encontrado otra alternativa.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
100097,es,"@L0Bo_S0litari0 @pokasoltesagain @SigmaKetzal @marketfarid @La_Hordaa @Don_Patch_333 @Donnadie222 @Pretorian_MGTOW @g_barranquilla @EnMgtow @MNihilismoHL El único que se compadecería por verme llorar, es mi papá, ninguna otra persona de ningún sexo lo haría.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
100098,es,"@MGTOW_Chilensis @meganoticiascl Me an contado que este gueveta de sepulveda es prepotente,leantaoraja",0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,1.0
100099,es,@Pretorian_MGTOW Tengo entendido que la mayoría de hombres dan dinero más seguido,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.5,1.0,1.0
100100,es,Gente que no es MGTOW discutiendo quién de todos es más MGTOW pura sangre.Luego dice Sandman que el manifiesto 3.0 no aporta nada. Cómo se nota que no conoce la mentalidad y la picaresca hispánica. https://t.co/8OJR7zDFMT,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.5
100101,es,"Digo esto por qué It’s just plain rude, se puede interpretar cómo una microagresión y te da aires de que te crees superior. Yo nunca hago esto,por lo menos a mi mami y papi me criaron con modales y me enseñaron a respetar a las personas.",0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.5,0.5
100102,es,"@Pachifula Creo que hay algo de pasivoagresivo y manipulador.Gente que hace sentir culpable a otros (de cualquier vaina) es para aplicarles luego chantaje emocional.Un fren una vez me dijo que asumir que él está mal porque está desempleado es una ""microagresión"".#NoLoSoporto https://t.co/OVQD7OJzoZ",0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.5,0.5
100103,es,"@valenzine No te leí en su momento y ya todo pasó, pero te devolveré esta microagresión 😂",0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.0,0.5
100104,es,"nunca vi a tanta gringa celebrando que los países pobres que nunca tenemos nada nos quedemos sin nada otra vez, pueden decir lo que quieran pero si tiene aires de microagresion y las odio https://t.co/xmlFevLzBN",1.0,0.6666666666666666,0.33333333333333337,1.0,1.0,0.5,0.5
100105,es,"Y más aun, casi siempre va acompañado de una agresión física y así hablan de microagresión por cualquier caballá... https://t.co/VXcfYV5myK",1.0,0.6666666666666666,0.33333333333333337,0.5,1.0,1.0,0.5
100106,es,"@edmundogs @Perez_Writes @unherd @smarsimian @hindelita @flaviapittella @dangigena1 @Diairusta ""Un noble salvaje italiano garcha durante 300 páginas sin miedo a cometer una microagresión.""Me encantó cómo describe el triste panorama actual de la edición literaria (aunque él lo suscriba a EEUU). No cambiaremos el mundo, pero al menos cambiamos de tema (como pedía Joyce).",0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.5
100107,es,"@LaluRAlbarran Lo conseguiste, Lalu. La portada pasó de gustarme much a no gustarme nada.  Visto al lado de la de Messi...pues si. Yo te digo que yo me identifico mil veces más con ella en estas fotos. Pero ese no es el punto. Sí es microagresión.",0.6666666666666666,0.6666666666666666,0.0,0.5,1.0,0.5,0.5
100108,es,Un gendarme vino a mi mesa de voto para hablar conmigo en mandarín. Petizo y probablemente lindo. Lo interpreto como un ofrecimiento coital y no como una microagresión racista.,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.5,0.5
100109,es,"Ok, va, pero tengo una pregunta. Si Robin nos hace daño, ¿sería considerada una microagresión?",0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.5,0.5
100110,es,"Y recuerden que decir ""No todos los hombres"" no es más que una microagresión que demuestra tu necesidad de controlar la opinión de una mujer y someterla a los parámetros de lo que tú esperas que ella sea. https://t.co/O3bDl3pSRh",1.0,1.0,0.0,1.0,1.0,1.0,0.0
